user_id,product_id,action,timestamp,category,price,rating,session_duration
U031,P076,click,2026-01-02 23:21:11,equipment_device,342065,,632
U370,P032,view,2026-01-02 23:42:37,reflux_heartburn,170714,,366
U031,P076,view,2026-01-03 00:14:11,equipment_device,326644,,715
U291,P056,click,2026-01-03 00:33:22,equipment_device,500000,,434
U428,P083,view,2026-01-03 00:38:54,probiotic_digestion,125015,,231
U031,P076,add_to_cart,2026-01-03 00:40:11,equipment_device,358173,,369
U370,P042,click,2026-01-03 00:43:37,reflux_heartburn,418549,,1447
U031,P076,wishlist,2026-01-03 00:52:11,equipment_device,360059,,1107
U291,P056,add_to_cart,2026-01-03 01:15:22,equipment_device,500000,,199
U428,P083,wishlist,2026-01-03 01:42:54,probiotic_digestion,136921,,455
U031,P086,purchase,2026-01-03 01:53:11,equipment_device,250051,,1134
U370,P032,add_to_cart,2026-01-03 02:03:37,reflux_heartburn,163168,,76
U428,P033,view,2026-01-03 02:12:54,probiotic_digestion,156570,,1464
U291,P006,purchase,2026-01-03 02:18:22,equipment_device,451073,3.0,1419
U291,P056,wishlist,2026-01-03 02:51:22,equipment_device,500000,,1017
U428,P003,add_to_cart,2026-01-03 03:13:54,probiotic_digestion,346843,,223
U370,P032,purchase,2026-01-03 03:19:37,reflux_heartburn,161495,,1379
U428,P003,purchase,2026-01-03 03:55:54,probiotic_digestion,382007,,455
U291,P086,compare,2026-01-03 04:05:22,equipment_device,253879,,784
U370,P032,review,2026-01-03 04:15:37,reflux_heartburn,142747,5.0,386
U428,P003,review,2026-01-03 04:27:54,probiotic_digestion,399812,4.0,861
U428,P003,click,2026-01-03 05:08:54,probiotic_digestion,346611,,504
U370,P032,wishlist,2026-01-03 05:45:37,reflux_heartburn,143844,,573
U428,P003,share,2026-01-03 06:05:54,probiotic_digestion,379897,,805
U231,P097,view,2026-01-03 06:06:12,test_kit_home,275182,,817
U370,P032,view,2026-01-03 06:10:37,reflux_heartburn,142735,,1467
U370,P002,compare,2026-01-03 06:25:37,reflux_heartburn,495594,,286
U428,P003,view,2026-01-03 06:32:54,probiotic_digestion,331941,,889
U231,P097,click,2026-01-03 06:40:12,test_kit_home,301593,,423
U231,P037,compare,2026-01-03 07:31:12,test_kit_home,315324,,186
U264,P037,view,2026-01-03 07:31:38,test_kit_home,333160,,1464
U370,P002,click,2026-01-03 07:47:37,reflux_heartburn,430366,,1364
U231,P007,wishlist,2026-01-03 07:48:12,test_kit_home,290070,,1149
U264,P057,compare,2026-01-03 07:50:38,test_kit_home,283769,,678
U264,P087,view,2026-01-03 08:02:38,test_kit_home,467155,,119
U231,P007,add_to_cart,2026-01-03 08:09:12,test_kit_home,251722,,436
U231,P007,purchase,2026-01-03 08:16:12,test_kit_home,270203,4.0,1024
U031,P004,view,2026-01-03 08:22:11,herbal_extract,182070,,114
U264,P027,compare,2026-01-03 08:42:38,test_kit_home,253742,,194
U231,P007,review,2026-01-03 08:50:12,test_kit_home,290949,3.0,1470
U031,P064,click,2026-01-03 09:26:11,herbal_extract,194218,,1106
U231,P007,click,2026-01-03 09:36:12,test_kit_home,266482,,626
U264,P087,add_to_cart,2026-01-03 09:39:38,test_kit_home,416616,,812
U264,P087,compare,2026-01-03 10:20:38,test_kit_home,440847,,1234
U031,P064,view,2026-01-03 10:23:11,herbal_extract,180459,,482
U409,P003,view,2026-01-03 10:46:13,probiotic_digestion,394156,,1401
U264,P087,purchase,2026-01-03 11:35:38,test_kit_home,429965,,900
U031,P064,view,2026-01-03 11:42:11,herbal_extract,177009,,1134
U409,P003,click,2026-01-03 11:46:13,probiotic_digestion,368657,,954
U031,P054,click,2026-01-03 12:31:11,herbal_extract,325967,,641
U031,P034,compare,2026-01-03 12:39:11,herbal_extract,293851,,1161
U031,P034,view,2026-01-03 13:03:11,herbal_extract,305271,,1123
U409,P003,view,2026-01-03 13:15:13,probiotic_digestion,371886,,1220
U031,P024,add_to_cart,2026-01-03 13:19:11,herbal_extract,346796,,1209
U031,P024,purchase,2026-01-03 13:32:11,herbal_extract,355240,,292
U409,P003,compare,2026-01-03 13:52:13,probiotic_digestion,379886,,327
U479,P050,view,2026-01-03 14:14:33,vitamin_mineral,408808,,122
U409,P003,click,2026-01-03 14:52:13,probiotic_digestion,371104,,236
U479,P050,click,2026-01-03 15:04:33,vitamin_mineral,436134,,1103
U409,P003,click,2026-01-03 15:34:13,probiotic_digestion,373932,,1327
U479,P100,compare,2026-01-03 16:00:33,vitamin_mineral,266956,,1422
U409,P003,add_to_cart,2026-01-03 16:39:13,probiotic_digestion,358633,,336
U479,P100,add_to_cart,2026-01-03 16:53:33,vitamin_mineral,241955,,956
U409,P003,purchase,2026-01-03 17:55:13,probiotic_digestion,368677,,588
U479,P100,purchase,2026-01-03 18:16:33,vitamin_mineral,274185,3.0,1114
U409,P003,review,2026-01-03 18:25:13,probiotic_digestion,389778,3.0,773
U291,P012,view,2026-01-03 19:13:22,reflux_heartburn,107266,,967
U479,P100,review,2026-01-03 19:38:33,vitamin_mineral,258816,4.0,359
U479,P100,compare,2026-01-03 19:58:33,vitamin_mineral,253948,,1473
U291,P012,add_to_cart,2026-01-03 20:22:22,reflux_heartburn,115999,,1047
U291,P012,purchase,2026-01-03 21:40:22,reflux_heartburn,116371,5.0,1201
U365,P010,view,2026-01-03 21:40:52,vitamin_mineral,128865,,903
U365,P010,click,2026-01-03 21:55:52,vitamin_mineral,133444,,1042
U365,P010,add_to_cart,2026-01-03 22:00:52,vitamin_mineral,144491,,959
U291,P012,review,2026-01-03 22:49:22,reflux_heartburn,107149,3.0,75
U428,P011,view,2026-01-03 23:02:54,ulcer_hp_support,180628,,1115
U365,P070,purchase,2026-01-03 23:27:52,vitamin_mineral,20000,4.0,779
U291,P012,wishlist,2026-01-03 23:54:22,reflux_heartburn,127759,,295
U365,P070,review,2026-01-04 00:08:52,vitamin_mineral,20000,3.0,1024
U291,P012,add_to_cart,2026-01-04 00:13:22,reflux_heartburn,111095,,273
U428,P011,click,2026-01-04 00:22:54,ulcer_hp_support,187395,,1457
U428,P061,click,2026-01-04 01:06:54,ulcer_hp_support,57138,,570
U365,P070,wishlist,2026-01-04 01:17:52,vitamin_mineral,20000,,300
U428,P061,view,2026-01-04 02:26:54,ulcer_hp_support,64322,,596
U194,P091,view,2026-01-04 02:34:47,ulcer_hp_support,60285,,713
U428,P061,add_to_cart,2026-01-04 03:24:54,ulcer_hp_support,62660,,1499
U182,P079,view,2026-01-04 03:38:59,elderly_weak_digestion,254620,,1312
U194,P091,wishlist,2026-01-04 03:45:47,ulcer_hp_support,60222,,793
U428,P061,purchase,2026-01-04 04:00:54,ulcer_hp_support,64631,4.0,852
U182,P079,add_to_cart,2026-01-04 04:15:59,elderly_weak_digestion,217894,,383
U194,P031,view,2026-01-04 04:16:47,ulcer_hp_support,104069,,1087
U194,P031,view,2026-01-04 04:28:47,ulcer_hp_support,120367,,1331
U428,P061,review,2026-01-04 04:40:54,ulcer_hp_support,55016,3.0,1008
U182,P079,purchase,2026-01-04 04:59:59,elderly_weak_digestion,226101,,1474
U194,P031,click,2026-01-04 05:45:47,ulcer_hp_support,111788,,913
U428,P061,view,2026-01-04 05:49:54,ulcer_hp_support,54495,,539
U182,P079,share,2026-01-04 06:19:59,elderly_weak_digestion,240184,,1164
U182,P029,view,2026-01-04 06:38:59,elderly_weak_digestion,408026,,484
U428,P061,add_to_cart,2026-01-04 06:40:54,ulcer_hp_support,56401,,830
U194,P001,add_to_cart,2026-01-04 06:48:47,ulcer_hp_support,159061,,1402
U182,P029,share,2026-01-04 06:59:59,elderly_weak_digestion,356085,,596
U182,P079,view,2026-01-04 08:02:59,elderly_weak_digestion,240343,,246
U364,P084,view,2026-01-04 08:40:17,herbal_extract,191702,,927
U182,P079,share,2026-01-04 08:51:59,elderly_weak_digestion,214300,,899
U364,P084,click,2026-01-04 09:36:17,herbal_extract,177516,,481
U182,P079,view,2026-01-04 09:40:59,elderly_weak_digestion,231785,,1476
U364,P084,add_to_cart,2026-01-04 10:27:17,herbal_extract,191987,,894
U364,P074,purchase,2026-01-04 11:18:17,herbal_extract,382764,4.0,625
U364,P074,purchase,2026-01-04 12:44:17,herbal_extract,337872,4.0,1056
U299,P036,view,2026-01-04 12:46:04,equipment_device,229478,,797
U364,P084,review,2026-01-04 12:53:17,herbal_extract,180857,4.0,765
U299,P036,click,2026-01-04 13:13:04,equipment_device,221677,,1469
U299,P036,wishlist,2026-01-04 13:18:04,equipment_device,237164,,694
U264,P046,view,2026-01-04 13:47:38,equipment_device,351073,,1435
U299,P036,compare,2026-01-04 14:11:04,equipment_device,242125,,457
U299,P036,click,2026-01-04 14:31:04,equipment_device,251320,,106
U264,P056,click,2026-01-04 14:49:38,equipment_device,461246,,1308
U299,P036,compare,2026-01-04 15:19:04,equipment_device,212683,,1226
U264,P056,click,2026-01-04 15:41:38,equipment_device,465209,,211
U264,P016,view,2026-01-04 16:24:38,equipment_device,325763,,221
U299,P036,view,2026-01-04 16:46:04,equipment_device,224954,,429
U264,P016,click,2026-01-04 16:47:38,equipment_device,332203,,186
U264,P016,view,2026-01-04 17:16:38,equipment_device,339278,,442
U299,P036,add_to_cart,2026-01-04 17:28:04,equipment_device,230800,,734
U368,P006,view,2026-01-04 18:13:13,equipment_device,435041,,1321
U299,P046,purchase,2026-01-04 18:23:04,equipment_device,335936,4.0,1225
U264,P016,compare,2026-01-04 18:31:38,equipment_device,352355,,582
U264,P016,add_to_cart,2026-01-04 18:47:38,equipment_device,370377,,123
U368,P006,click,2026-01-04 18:56:13,equipment_device,459474,,303
U251,P068,view,2026-01-04 19:04:39,consultation_package,79437,,1401
U251,P068,click,2026-01-04 19:13:39,consultation_package,86817,,1356
U264,P006,purchase,2026-01-04 19:20:38,equipment_device,500000,,771
U251,P068,share,2026-01-04 19:58:39,consultation_package,76450,,88
U368,P006,share,2026-01-04 20:09:13,equipment_device,491064,,673
U368,P006,compare,2026-01-04 21:06:13,equipment_device,498239,,598
U251,P098,click,2026-01-04 21:21:39,consultation_package,136947,,243
U368,P006,click,2026-01-04 21:26:13,equipment_device,434576,,1078
U251,P098,add_to_cart,2026-01-04 22:08:39,consultation_package,122934,,815
U368,P006,add_to_cart,2026-01-04 22:41:13,equipment_device,489649,,586
U251,P098,share,2026-01-04 22:56:39,consultation_package,128371,,68
U368,P006,purchase,2026-01-04 23:00:13,equipment_device,452010,3.0,172
U251,P078,view,2026-01-04 23:57:39,consultation_package,291058,,888
U251,P068,click,2026-01-05 00:14:39,consultation_package,72876,,262
U231,P061,view,2026-01-05 00:49:12,ulcer_hp_support,59197,,294
U231,P091,wishlist,2026-01-05 01:09:12,ulcer_hp_support,63353,,81
U231,P091,add_to_cart,2026-01-05 02:11:12,ulcer_hp_support,62106,,580
U182,P039,view,2026-01-05 02:19:59,elderly_weak_digestion,390502,,893
U180,P025,view,2026-01-05 02:24:53,stomach_nutrition,320658,,1389
U428,P018,view,2026-01-05 02:49:54,consultation_package,467438,,1413
U182,P039,wishlist,2026-01-05 02:52:59,elderly_weak_digestion,379220,,448
U231,P091,purchase,2026-01-05 02:59:12,ulcer_hp_support,60833,3.0,1061
U180,P025,click,2026-01-05 03:12:53,stomach_nutrition,302041,,398
U428,P018,click,2026-01-05 03:56:54,consultation_package,451292,,384
U180,P025,add_to_cart,2026-01-05 04:08:53,stomach_nutrition,339468,,1001
U231,P091,review,2026-01-05 04:17:12,ulcer_hp_support,58749,3.0,1311
U182,P049,click,2026-01-05 04:17:59,elderly_weak_digestion,55136,,962
U180,P025,purchase,2026-01-05 04:51:53,stomach_nutrition,334325,3.0,219
U182,P009,view,2026-01-05 04:55:59,elderly_weak_digestion,66754,,959
U428,P048,add_to_cart,2026-01-05 04:56:54,consultation_package,182033,,360
U182,P009,add_to_cart,2026-01-05 05:01:59,elderly_weak_digestion,70574,,451
U231,P091,share,2026-01-05 05:20:12,ulcer_hp_support,62048,,1404
U182,P039,purchase,2026-01-05 05:20:59,elderly_weak_digestion,384789,4.0,837
U180,P085,review,2026-01-05 06:04:53,stomach_nutrition,500000,4.0,1491
U231,P091,add_to_cart,2026-01-05 06:06:12,ulcer_hp_support,61714,,675
U428,P048,add_to_cart,2026-01-05 06:21:54,consultation_package,169623,,1255
U231,P091,wishlist,2026-01-05 06:45:12,ulcer_hp_support,56513,,632
U180,P085,click,2026-01-05 07:17:53,stomach_nutrition,449207,,124
U428,P048,purchase,2026-01-05 07:25:54,consultation_package,183113,,942
U428,P058,review,2026-01-05 08:01:54,consultation_package,246391,3.0,1352
U231,P091,share,2026-01-05 08:10:12,ulcer_hp_support,53742,,119
U180,P045,wishlist,2026-01-05 08:19:53,stomach_nutrition,289954,,560
U479,P021,view,2026-01-05 09:26:33,ulcer_hp_support,85316,,1442
U428,P058,click,2026-01-05 09:29:54,consultation_package,222664,,1258
U180,P045,add_to_cart,2026-01-05 09:30:53,stomach_nutrition,249417,,505
U479,P031,compare,2026-01-05 10:30:33,ulcer_hp_support,108310,,160
U479,P031,view,2026-01-05 11:41:33,ulcer_hp_support,117327,,1083
U479,P031,compare,2026-01-05 13:02:33,ulcer_hp_support,100323,,469
U479,P031,view,2026-01-05 13:23:33,ulcer_hp_support,100249,,889
U231,P083,view,2026-01-05 13:28:12,probiotic_digestion,139523,,1214
U364,P014,view,2026-01-05 13:38:17,herbal_extract,310775,,1209
U409,P033,view,2026-01-05 13:41:13,probiotic_digestion,146439,,1291
U231,P083,share,2026-01-05 14:00:12,probiotic_digestion,141890,,1361
U409,P033,click,2026-01-05 14:15:13,probiotic_digestion,142273,,845
U404,P090,view,2026-01-05 14:29:11,vitamin_mineral,87584,,378
U404,P090,click,2026-01-05 14:34:11,vitamin_mineral,97014,,1254
U364,P014,compare,2026-01-05 14:42:17,herbal_extract,364579,,131
U404,P080,add_to_cart,2026-01-05 14:44:11,vitamin_mineral,157248,,1462
U479,P031,click,2026-01-05 14:45:33,ulcer_hp_support,106388,,427
U231,P083,click,2026-01-05 14:54:12,probiotic_digestion,121043,,243
U404,P080,purchase,2026-01-05 15:11:11,vitamin_mineral,180649,,412
U364,P024,wishlist,2026-01-05 15:24:17,herbal_extract,310019,,851
U231,P003,view,2026-01-05 15:33:12,probiotic_digestion,367763,,507
U409,P073,add_to_cart,2026-01-05 15:36:13,probiotic_digestion,129875,,198
U479,P031,click,2026-01-05 15:51:33,ulcer_hp_support,104430,,886
U409,P073,add_to_cart,2026-01-05 16:21:13,probiotic_digestion,134731,,1316
U364,P024,view,2026-01-05 16:21:17,herbal_extract,322451,,188
U479,P031,add_to_cart,2026-01-05 16:34:33,ulcer_hp_support,115417,,536
U231,P053,compare,2026-01-05 16:35:12,probiotic_digestion,96184,,778
U364,P024,add_to_cart,2026-01-05 16:38:17,herbal_extract,317773,,1115
U404,P080,review,2026-01-05 16:41:11,vitamin_mineral,171986,3.0,444
U231,P053,add_to_cart,2026-01-05 17:27:12,probiotic_digestion,90729,,375
U409,P073,purchase,2026-01-05 17:28:13,probiotic_digestion,144331,5.0,245
U404,P090,view,2026-01-05 17:29:11,vitamin_mineral,88636,,191
U364,P084,purchase,2026-01-05 17:52:17,herbal_extract,176102,,284
U404,P090,add_to_cart,2026-01-05 18:06:11,vitamin_mineral,100298,,1467
U194,P038,view,2026-01-05 18:09:47,consultation_package,273275,,656
U364,P084,review,2026-01-05 18:11:17,herbal_extract,185247,4.0,693
U409,P003,review,2026-01-05 18:18:13,probiotic_digestion,365049,4.0,1059
U370,P082,view,2026-01-05 18:46:37,reflux_heartburn,29302,,486
U194,P038,click,2026-01-05 19:00:47,consultation_package,278271,,983
U370,P082,add_to_cart,2026-01-05 19:22:37,reflux_heartburn,33711,,683
U409,P003,wishlist,2026-01-05 19:38:13,probiotic_digestion,380484,,1195
U194,P038,add_to_cart,2026-01-05 19:58:47,consultation_package,256537,,300
U370,P082,purchase,2026-01-05 20:08:37,reflux_heartburn,29893,,908
U370,P082,review,2026-01-05 20:24:37,reflux_heartburn,30201,5.0,486
U194,P038,purchase,2026-01-05 20:26:47,consultation_package,250974,,881
U370,P082,view,2026-01-05 20:29:37,reflux_heartburn,30125,,1349
U409,P003,share,2026-01-05 20:47:13,probiotic_digestion,395825,,926
U194,P038,review,2026-01-05 21:02:47,consultation_package,235258,5.0,716
U370,P082,click,2026-01-05 21:45:37,reflux_heartburn,33531,,993
U299,P014,view,2026-01-05 21:46:04,herbal_extract,358542,,708
U370,P082,wishlist,2026-01-05 22:02:37,reflux_heartburn,32059,,40
U331,P033,view,2026-01-05 22:28:26,probiotic_digestion,136360,,1328
U194,P038,share,2026-01-05 22:31:47,consultation_package,279191,,767
U299,P014,compare,2026-01-05 22:44:04,herbal_extract,331560,,91
U370,P012,click,2026-01-05 23:04:37,reflux_heartburn,113070,,1203
U331,P033,share,2026-01-05 23:05:26,probiotic_digestion,156478,,764
U291,P089,view,2026-01-05 23:10:22,elderly_weak_digestion,85086,,1122
U299,P014,add_to_cart,2026-01-05 23:18:04,herbal_extract,314646,,585
U370,P012,add_to_cart,2026-01-05 23:39:37,reflux_heartburn,126873,,374
U291,P089,click,2026-01-05 23:40:22,elderly_weak_digestion,86333,,884
U299,P004,purchase,2026-01-06 00:13:04,herbal_extract,201567,5.0,747
U331,P053,compare,2026-01-06 00:15:26,probiotic_digestion,99391,,254
U331,P053,share,2026-01-06 00:35:26,probiotic_digestion,89303,,1056
U291,P019,add_to_cart,2026-01-06 01:05:22,elderly_weak_digestion,200283,,390
U383,P099,view,2026-01-06 01:12:09,elderly_weak_digestion,357840,,549
U299,P014,view,2026-01-06 01:20:04,herbal_extract,340454,,896
U331,P073,click,2026-01-06 01:37:26,probiotic_digestion,140378,,46
U383,P069,click,2026-01-06 02:01:09,elderly_weak_digestion,62126,,1274
U180,P052,view,2026-01-06 02:03:53,reflux_heartburn,500000,,151
U291,P029,purchase,2026-01-06 02:04:22,elderly_weak_digestion,358599,,1122
U383,P069,add_to_cart,2026-01-06 02:13:09,elderly_weak_digestion,66104,,775
U331,P083,add_to_cart,2026-01-06 02:23:26,probiotic_digestion,123688,,317
U383,P069,purchase,2026-01-06 02:37:09,elderly_weak_digestion,64962,,342
U180,P052,compare,2026-01-06 02:40:53,reflux_heartburn,474871,,645
U299,P094,compare,2026-01-06 02:41:04,herbal_extract,115337,,1054
U291,P029,review,2026-01-06 02:59:22,elderly_weak_digestion,410407,5.0,587
U299,P094,share,2026-01-06 03:07:04,herbal_extract,116075,,932
U383,P049,review,2026-01-06 03:15:09,elderly_weak_digestion,54257,3.0,618
U383,P049,view,2026-01-06 03:21:09,elderly_weak_digestion,56940,,326
U291,P029,compare,2026-01-06 03:25:22,elderly_weak_digestion,382212,,1397
U180,P002,click,2026-01-06 03:35:53,reflux_heartburn,480697,,1265
U291,P029,share,2026-01-06 03:40:22,elderly_weak_digestion,339758,,1198
U383,P099,wishlist,2026-01-06 03:58:09,elderly_weak_digestion,396650,,225
U180,P002,add_to_cart,2026-01-06 04:02:53,reflux_heartburn,417001,,1379
U291,P099,click,2026-01-06 04:18:22,elderly_weak_digestion,356358,,1395
U031,P005,view,2026-01-06 04:36:11,stomach_nutrition,402969,,197
U031,P015,click,2026-01-06 05:03:11,stomach_nutrition,322584,,492
U291,P099,click,2026-01-06 05:07:22,elderly_weak_digestion,345048,,542
U180,P002,wishlist,2026-01-06 05:15:53,reflux_heartburn,463189,,819
U031,P035,compare,2026-01-06 05:34:11,stomach_nutrition,34987,,102
U031,P095,share,2026-01-06 05:51:11,stomach_nutrition,280436,,652
U031,P095,click,2026-01-06 05:59:11,stomach_nutrition,299774,,1160
U180,P002,view,2026-01-06 06:32:53,reflux_heartburn,417838,,655
U031,P095,add_to_cart,2026-01-06 07:23:11,stomach_nutrition,277888,,572
U180,P002,purchase,2026-01-06 07:56:53,reflux_heartburn,440197,,700
U031,P095,purchase,2026-01-06 08:06:11,stomach_nutrition,329041,5.0,1216
U368,P028,view,2026-01-06 15:22:13,consultation_package,344075,,516
U368,P028,click,2026-01-06 15:30:13,consultation_package,346240,,720
U368,P038,add_to_cart,2026-01-06 16:48:13,consultation_package,245537,,196
U368,P038,purchase,2026-01-06 17:56:13,consultation_package,265764,4.0,748
U368,P038,review,2026-01-06 19:04:13,consultation_package,231754,5.0,614
U368,P038,view,2026-01-06 19:11:13,consultation_package,256223,,119
U365,P099,view,2026-01-06 20:32:52,elderly_weak_digestion,363117,,1181
U368,P098,click,2026-01-06 20:35:13,consultation_package,128174,,669
U365,P099,click,2026-01-06 20:37:52,elderly_weak_digestion,391500,,828
U368,P018,view,2026-01-06 20:42:13,consultation_package,414332,,808
U364,P015,view,2026-01-06 20:48:17,stomach_nutrition,312778,,1313
U365,P089,view,2026-01-06 20:59:52,elderly_weak_digestion,86868,,1230
U182,P048,view,2026-01-06 21:22:59,consultation_package,171930,,1311
U368,P058,click,2026-01-06 21:33:13,consultation_package,244002,,109
U365,P089,click,2026-01-06 21:34:52,elderly_weak_digestion,80735,,947
U182,P048,click,2026-01-06 21:40:59,consultation_package,195033,,432
U364,P015,click,2026-01-06 21:43:17,stomach_nutrition,292895,,161
U182,P048,add_to_cart,2026-01-06 22:14:59,consultation_package,172873,,688
U364,P015,compare,2026-01-06 22:20:17,stomach_nutrition,290581,,1392
U365,P089,click,2026-01-06 22:21:52,elderly_weak_digestion,84910,,91
U364,P015,share,2026-01-06 22:37:17,stomach_nutrition,298768,,891
U364,P015,wishlist,2026-01-06 23:05:17,stomach_nutrition,276740,,1188
U365,P089,click,2026-01-06 23:18:52,elderly_weak_digestion,81303,,1448
U182,P048,share,2026-01-06 23:38:59,consultation_package,175125,,834
U182,P048,add_to_cart,2026-01-07 00:00:59,consultation_package,176582,,779
U364,P015,view,2026-01-07 00:01:17,stomach_nutrition,308566,,683
U365,P089,add_to_cart,2026-01-07 00:31:52,elderly_weak_digestion,82286,,942
U299,P036,view,2026-01-07 00:37:04,equipment_device,220579,,1036
U364,P015,click,2026-01-07 00:53:17,stomach_nutrition,286963,,580
U182,P048,purchase,2026-01-07 01:13:59,consultation_package,180159,,647
U182,P078,purchase,2026-01-07 01:36:59,consultation_package,280395,4.0,1265
U299,P036,click,2026-01-07 01:54:04,equipment_device,224250,,909
U364,P015,add_to_cart,2026-01-07 01:59:17,stomach_nutrition,323242,,371
U299,P036,wishlist,2026-01-07 02:09:04,equipment_device,215979,,158
U182,P008,review,2026-01-07 02:58:59,consultation_package,167484,3.0,1480
U364,P015,purchase,2026-01-07 03:02:17,stomach_nutrition,303994,,1031
